,Marca,Modelo,Descrição,Valor,texto_embedding_melhorado,categoria_identificada
79,DYLAN,CAP-902,CÁPSULA PARA MICROFONE DW-902 POWER,29.3,CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: CAP 902 | DESCRICAO: CÁPSULA PARA MICROFONE DW-902 POWER,MICROFONE
80,DYLAN,CAP-DLS8,CÁPSULA PARA MICROFONE DLS-8,33.92,CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: CAP DLS8 | DESCRICAO: CÁPSULA PARA MICROFONE DLS-8,MICROFONE
81,DYLAN,FP-100,FONTE ALIMENTAÇÃO DW-602-UDX,34.15,CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: FP 100 | DESCRICAO: FONTE ALIMENTAÇÃO DW-602-UDX,OUTROS
82,DYLAN,FP-101,FONTE ALIMENTAÇÃO D-9500,42.3,CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: FP 101 | DESCRICAO: FONTE ALIMENTAÇÃO D-9500,OUTROS
83,DYLAN,GB-9500,GLOBO PARA MICROFONE D-9500,42.53,CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: GB 9500 | DESCRICAO: GLOBO PARA MICROFONE D-9500,MICROFONE
84,DYLAN,FP-102,FONTE ALIMENTAÇÃO DW-902,46.18,CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: FP 102 | DESCRICAO: FONTE ALIMENTAÇÃO DW-902,OUTROS
85,DYLAN,GB-8000S,GLOBO PARA MICROFONE D-8000,51.92,CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: GB 8000S | DESCRICAO: GLOBO PARA MICROFONE D-8000,MICROFONE
86,DYLAN,DE-115,EAR PHONE 1 DRIVE POR LADO CABO FIXO Caixa com 20 peças,61.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DE 115 | ESPECIFICACOES: NUM_UNIDADES: 20 | DESCRICAO: EAR PHONE 1 DRIVE POR LADO CABO FIXO Caixa com 20 peças,CAIXA_SOM
87,DYLAN,CAP-602BK,COMBO (CÁPSULA + GLOBO) CÁPSULA PRETA PARA MICROFONE UDX-01 E 02,62.5,CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: CAP 602BK | ESPECIFICACOES: PELE_TIPO: PRETA | DESCRICAO: COMBO (CÁPSULA + GLOBO) CÁPSULA PRETA PARA MICROFONE UDX-01 E 02,MICROFONE
88,DYLAN,DLP-03,MICROFONE LAPELA LINHAS UDX e D,63.85,CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: DLP 03 | DESCRICAO: MICROFONE LAPELA LINHAS UDX e D,MICROFONE
89,DYLAN,DH-03,MICROFONE HEADSET LINHAS UDX e D,65.41,CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: DH 03 | DESCRICAO: MICROFONE HEADSET LINHAS UDX e D,MICROFONE
90,DYLAN,SMD-100,MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 30 peças,66.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: SMD 100 | ESPECIFICACOES: NUM_UNIDADES: 30 | DESCRICAO: MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 30 peças,CAIXA_SOM
91,DYLAN,CAP-9500B,CÁPSULA PARA MICROFONE D-9500,69.09,CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: CAP 9500B | DESCRICAO: CÁPSULA PARA MICROFONE D-9500,MICROFONE
92,DYLAN,GB-9000S,GLOBO PARA MICROFONE D-9000,70.35,CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: GB 9000S | DESCRICAO: GLOBO PARA MICROFONE D-9000,MICROFONE
93,DYLAN,DE-215,EAR PHONE 1 DRIVE POR LADO Caixa com 20 peças,99.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DE 215 | ESPECIFICACOES: NUM_UNIDADES: 20 | DESCRICAO: EAR PHONE 1 DRIVE POR LADO Caixa com 20 peças,CAIXA_SOM
94,DYLAN,SMD-57,MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 10 peças,100.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: SMD 57 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 10 peças,CAIXA_SOM
95,DYLAN,SMD-58 PLUS,MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 10 peças,101.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: SMD 58 PLUS | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 10 peças,CAIXA_SOM
96,DYLAN,DG-10,GOOSENECK Caixa com 10 peças,103.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DG 10 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: GOOSENECK Caixa com 10 peças,CAIXA_SOM
97,DYLAN,DE-225 BRANCO OU PRETO,EAR PHONE 2 DRIVES POR LADO Caixa com 20 peças,112.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DE 225 BRANCO OU PRETO | ESPECIFICACOES: NUM_UNIDADES: 20 | DRIVES: 2 | DESCRICAO: EAR PHONE 2 DRIVES POR LADO Caixa com 20 peças,CAIXA_SOM
98,DYLAN,DLS-8 CHAMPANHE OU PRETO,MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 10 peças,144.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DLS 8 CHAMPANHE OU PRETO | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 10 peças,CAIXA_SOM
99,DYLAN,DI-400,FONE DE OUVIDO COMPACTO PRA PALCO Caixa com 10 peças,170.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DI 400 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: FONE DE OUVIDO COMPACTO PRA PALCO Caixa com 10 peças,CAIXA_SOM
100,DYLAN,DI-640,FONE DE OUVIDO Caixa com 10 peças,195.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DI 640 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: FONE DE OUVIDO Caixa com 10 peças,CAIXA_SOM
101,DYLAN,DG-50,GOOSENECK Caixa com 10 peças,236.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DG 50 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: GOOSENECK Caixa com 10 peças,CAIXA_SOM
102,DYLAN,DS-81 SHOTGUN,MICROFONE SHOTGUN Caixa com 10 peças,242.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DS 81 SHOTGUN | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE SHOTGUN Caixa com 10 peças,CAIXA_SOM
103,DYLAN,DLS-9,MICROFONE DINAMICO SUPER CARDIOIDE COM CASE Caixa com 10 peças,245.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DLS 9 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE DINAMICO SUPER CARDIOIDE COM CASE Caixa com 10 peças,CAIXA_SOM
104,DYLAN,DI-2,MICROFONE CONDENSER OVERHEAD Caixa com 10 peças,248.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DI 2 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE CONDENSER OVERHEAD Caixa com 10 peças,CAIXA_SOM
105,DYLAN,DI-700 BT,FONE DE OUVIDO SEM FIO BLUETOOTH COM CANCELAMENTO DE RUIDO Caixa com 10 peças,270.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DI 700 BT | ESPECIFICACOES: NUM_UNIDADES: 10 | BLUETOOTH: BLUETOOTH | WIRELESS: SEM FIO | RECURSOS: BLUETOOTH WIRELESS | DESCRICAO: FONE DE OUVIDO SEM FIO BLUETOOTH COM CANCELAMENTO DE RUIDO Caixa com 10 peças,CAIXA_SOM
106,DYLAN,DI-840,FONE DE OUVIDO Caixa com 10 peças,282.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DI 840 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: FONE DE OUVIDO Caixa com 10 peças,CAIXA_SOM
107,DYLAN,DE-635,EAR PHONE 3 DRIVES POR LADO Caixa com 20 peças,291.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DE 635 | ESPECIFICACOES: NUM_UNIDADES: 20 | DRIVES: 3 | DESCRICAO: EAR PHONE 3 DRIVES POR LADO Caixa com 20 peças,CAIXA_SOM
108,DYLAN,DG-86,GOOSENECK Caixa com 10 peças,299.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DG 86 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: GOOSENECK Caixa com 10 peças,CAIXA_SOM
109,DYLAN,DLS-10 PLUS,MICROFONE DINAMICO SUPER CARDIOIDE COM CASE Caixa com 10 peças,307.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DLS 10 PLUS | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE DINAMICO SUPER CARDIOIDE COM CASE Caixa com 10 peças,CAIXA_SOM
110,DYLAN,UDX-01 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com 1 antena fixa, 1 bastão transmissor com 30 canais e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",376.0,"CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: UDX 01 MULTI | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 30 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 1 antena fixa, 1 bastão transmissor com 30 canais e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",OUTROS
111,DYLAN,DM-5,MICROFONE PODCAST DINÂMICO CARDIOIDE Caixa com 10 peças,389.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DM 5 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE PODCAST DINÂMICO CARDIOIDE Caixa com 10 peças,CAIXA_SOM
112,DYLAN,DG-90,GOOSENECK Caixa com 10 peças,427.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DG 90 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: GOOSENECK Caixa com 10 peças,CAIXA_SOM
113,DYLAN,DE-845,EAR PHONE 4 DRIVES POR LADO Caixa com 20 peças,455.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DE 845 | ESPECIFICACOES: NUM_UNIDADES: 20 | DRIVES: 4 | DESCRICAO: EAR PHONE 4 DRIVES POR LADO Caixa com 20 peças,CAIXA_SOM
114,DYLAN,UDX-03 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com 1 antena fixa, 1 transmissor bodypack com 30 canais, 1 microfone de cabeça (headset), 1 microfone de lapela + cabo p/ instrumentos e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado anatel. Range de frequência 663,5 – 693,5 MHz",501.0,"CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: UDX 03 MULTI | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 30 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 1 antena fixa, 1 transmissor bodypack com 30 canais, 1 microfone de cabeça (headset), 1 microfone de lapela + cabo p/ instrumentos e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado anatel. Range de frequência 663,5 – 693,5 MHz",MICROFONE
115,DYLAN,DH-55,MICROFONE HEADSET CONDENSER DIRECIONAL COM 3 PLUGS Caixa com 10 peças,502.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DH 55 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE HEADSET CONDENSER DIRECIONAL COM 3 PLUGS Caixa com 10 peças,CAIXA_SOM
116,DYLAN,UDX-02 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas fixas, 2 bastões transmissores com 30 canais cada e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado anatel. Range de frequência 663,5 – 693,5 MHz",583.0,"CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: UDX 02 MULTI | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 30 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas fixas, 2 bastões transmissores com 30 canais cada e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado anatel. Range de frequência 663,5 – 693,5 MHz",OUTROS
117,DYLAN,DH-77,MICROFONE HEADSET CONDENSER OMNIDIRECIONAL Caixa com 10 peças,784.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DH 77 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE HEADSET CONDENSER OMNIDIRECIONAL Caixa com 10 peças,CAIXA_SOM
118,DYLAN,UDX-05 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas fixas, 1 bastão transmissor modelo UDX-02 + 1 Bopdypack UDX-03, com 30 canais cada + headset + lapela + cabo p/ instrumento e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",795.0,"CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: UDX 05 MULTI | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 30 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas fixas, 1 bastão transmissor modelo UDX-02 + 1 Bopdypack UDX-03, com 30 canais cada + headset + lapela + cabo p/ instrumento e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",MICROFONE
119,DYLAN,DM-7,MICROFONE PODCAST DINAMICO CARDIOIDE COM PRÉ ACIONADO VIA PHANTON POWER Caixa com 10 peças,825.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DM 7 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE PODCAST DINAMICO CARDIOIDE COM PRÉ ACIONADO VIA PHANTON POWER Caixa com 10 peças,CAIXA_SOM
120,DYLAN,UDX-06 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com duas antenas fixas, 2 transmissores bodypacks com 30 canais cada + 2 microfones de cabeça (headset), 2 microfones de lapela + 2 cabos p/ instrumentos e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",833.0,"CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: UDX 06 MULTI | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 30 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com duas antenas fixas, 2 transmissores bodypacks com 30 canais cada + 2 microfones de cabeça (headset), 2 microfones de lapela + 2 cabos p/ instrumentos e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",MICROFONE
121,DYLAN,DW-902 POWER,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas fixas, 2 bastões transmissores com 100 canais cada e baterias de lithium recarregáveis e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Modulação digital DQPSK. Certificado Anatel. Range de frequência 622 – 684 MHz",871.0,"CATEGORIA: TALABARTE | MARCA: DYLAN | MODELO: DW 902 POWER | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 100 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas fixas, 2 bastões transmissores com 100 canais cada e baterias de lithium recarregáveis e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Modulação digital DQPSK. Certificado Anatel. Range de frequência 622 – 684 MHz",TALABARTE
122,DYLAN,DH-88,MICROFONE HEADSET CONDENSER DIRECIONAL Caixa com 10 peças,916.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DH 88 | ESPECIFICACOES: NUM_UNIDADES: 10 | DESCRICAO: MICROFONE HEADSET CONDENSER DIRECIONAL Caixa com 10 peças,CAIXA_SOM
123,DYLAN,D-9001S,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 1 bastão transmissor com 100 canais e atenuador de ganho de -10 dB e 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",921.0,"CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: D 9001S | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 100 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 1 bastão transmissor com 100 canais e atenuador de ganho de -10 dB e 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",OUTROS
124,DYLAN,DSM-301,Sistema de monitoramento de palco sem fio c/1 bodypack + 1 fone + 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  630 a 680 MHz,938.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DSM 301 | ESPECIFICACOES: VOLTAGEM: 220 110 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de monitoramento de palco sem fio c/1 bodypack + 1 fone + 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  630 a 680 MHz,CAIXA_SOM
125,DYLAN,UDX-33 GS,"Sistema de transmissão sem fio UHF composto de 1 receptor com duas antenas fixas, 2 bases transmissoras com 30 canais cada + 2 microfones gooseneck DG-11 e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",950.0,"CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: UDX 33 GS | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 30 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com duas antenas fixas, 2 bases transmissoras com 30 canais cada + 2 microfones gooseneck DG-11 e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",MICROFONE
126,DYLAN,DD-7,KIT PRA BATERIA COM 7 PEÇAS Caixa com 2 peças,1020.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DD 7 | ESPECIFICACOES: NUM_UNIDADES: 2 | DESCRICAO: KIT PRA BATERIA COM 7 PEÇAS Caixa com 2 peças,CAIXA_SOM
127,DYLAN,D-8000,"Sistema de transmissao sem fio UHF composto de 1 receptor com 2 antenas BNC, 2 bastões transmissores com 100 canais cada e 1 fonte de Alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",1174.0,"CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: D 8000 | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 100 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissao sem fio UHF composto de 1 receptor com 2 antenas BNC, 2 bastões transmissores com 100 canais cada e 1 fonte de Alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",OUTROS
128,DYLAN,DM-8,MICROFONE PODCAST DINÂMICO CARDIOIDE + CABO USB C PARA USO COM APP IOS + ANDROID Caixa com 10 peças,1199.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DM 8 | ESPECIFICACOES: NUM_UNIDADES: 10 | USB: USB | RECURSOS: USB | DESCRICAO: MICROFONE PODCAST DINÂMICO CARDIOIDE + CABO USB C PARA USO COM APP IOS + ANDROID Caixa com 10 peças,CAIXA_SOM
129,DYLAN,D-9003S,"Sistema de transmissao sem fio UHF composto de 1 receptor com 2 antenas BNC, 1 transmissor bodypack com 100 canais, um headset + 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",1200.0,"CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: D 9003S | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 100 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissao sem fio UHF composto de 1 receptor com 2 antenas BNC, 1 transmissor bodypack com 100 canais, um headset + 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",MICROFONE
130,DYLAN,DD-9,KIT PRA BATERIA COM 9 PEÇAS Caixa com 2 peças,1236.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DD 9 | ESPECIFICACOES: NUM_UNIDADES: 2 | DESCRICAO: KIT PRA BATERIA COM 9 PEÇAS Caixa com 2 peças,CAIXA_SOM
131,DYLAN,D-9501,"Sistema de transmissão sem fio UHF true diversity composto de 1 receptor padrão rack com 2 antenas BNC, 1 bastão transmissor com 100 canais e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 640 – 664 MHz",1337.0,"CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: D 9501 | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 100 | WIRELESS: SEM FIO | RECURSOS: WIRELESS RACK | DESCRICAO: Sistema de transmissão sem fio UHF true diversity composto de 1 receptor padrão rack com 2 antenas BNC, 1 bastão transmissor com 100 canais e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 640 – 664 MHz",OUTROS
132,DYLAN,DSM-300,Sistema de monitoramento de palco sem fio c/2 bodypacks + 2 fones + 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  630 a 680 MHz,1410.0,CATEGORIA: CAIXA_SOM | MARCA: DYLAN | MODELO: DSM 300 | ESPECIFICACOES: VOLTAGEM: 220 110 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de monitoramento de palco sem fio c/2 bodypacks + 2 fones + 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  630 a 680 MHz,CAIXA_SOM
133,DYLAN,D-9005S,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 1 bastão transmissor com atenuador de ganho de -10 dB + 1 bodypack transmissor ambos com 100 canais + headset e 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",1451.0,"CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: D 9005S | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 100 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 1 bastão transmissor com atenuador de ganho de -10 dB + 1 bodypack transmissor ambos com 100 canais + headset e 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",MICROFONE
134,DYLAN,QS-5,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 2 bastões transmissores com 6 presets de equalização, atenuador de ganho, mute, display LCD, 150 canais cada e baterias recarregáveis e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 540 – 580 MHz  635 – 694 MHz",1483.0,"CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: QS 5 | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 150 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 2 bastões transmissores com 6 presets de equalização, atenuador de ganho, mute, display LCD, 150 canais cada e baterias recarregáveis e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 540 – 580 MHz  635 – 694 MHz",OUTROS
135,DYLAN,D-9001S TB (TalkBack),"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 1 bastão transmissor com 100 canais, atenuador de ganho de -10 dB e botão 'talkback' e 1 fonte de Alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",1487.07,"CATEGORIA: TALABARTE | MARCA: DYLAN | MODELO: D 9001S TB  TALKBACK  | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 100 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 1 bastão transmissor com 100 canais, atenuador de ganho de -10 dB e botão 'talkback' e 1 fonte de Alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",TALABARTE
136,DYLAN,D-9006S,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 2 bodypacks transmissores com 100 canais cada + 2 headsets e 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",1526.0,"CATEGORIA: MICROFONE | MARCA: DYLAN | MODELO: D 9006S | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 100 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 2 bodypacks transmissores com 100 canais cada + 2 headsets e 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",MICROFONE
137,DYLAN,D-9000S POWER,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 2 bastões transmissores com 100 canais cada e atenuador de ganho de -10 dB, 4 baterias de lithium tamanho AA, um carregador e 1 fonte de Alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",1641.0,"CATEGORIA: OUTROS | MARCA: DYLAN | MODELO: D 9000S POWER | ESPECIFICACOES: VOLTAGEM: 220 110 | CANAIS: 100 | WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 2 bastões transmissores com 100 canais cada e atenuador de ganho de -10 dB, 4 baterias de lithium tamanho AA, um carregador e 1 fonte de Alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",OUTROS
