,Marca,Modelo,Descrição,Valor
205,K Audio,IMPACT BMP,"SUPORTE DE CAIXA DE SOM, bumper para line impact bmp, estrutura para uso suspenso do line Impact L3600",455.34
206,K Audio,REGUÁ PS100D,"RÉGUA DE ENERGIA, painel de metal, delay, 110/220v, modelo ps100d, marca k audio",458.24
207,K Audio,MC 40,"Mesa de som 4 canais, eq de 3 bandas, usb, Mp3, bivolt, bluetooth, 48V Phanton por canal , 16 efeitos",538.88
208,K Audio,GV1,"GAVETA PARA RACK, de metal, altura 2u, 35cm de profundidade",559.08
209,K Audio,Pedal de guitarra GP100,Pedal para guitarra,566.44
210,K Audio,AMPLIFICADOR EX400,Amplificador de audio 400W,596.17
211,K Audio,TITAN BDJ 208,"SUPORTE DE CAIXA, de metal para uso em tripé, para 2 caixas do line titan 208",616.17
212,K Audio,GV2,"GAVETA PARA RACK, de metal, com 3 compartimentos interno, altura 2u, 21 cm de profundidade",645.74
213,K Audio,MC 60,"Mesa de som 4 canais, eq de 3 bandas, usb, Mp3, bivolt, bluetooth, 48V Phanton por canal , 16 efeitos",667.19
214,K Audio,RIO BMP,"SUPORTE DE CAIXA DE SOM, bumper para line rio L2400, estrutura para uso suspenso do line rio L2400",693.37
215,K Audio,CAR RP,CARRINHO PRANCHA COM RODAS para rack de periférico até 43cm de profundidade,713.67
216,K Audio,MC 80,"Mesa de som 4 canais, eq de 3 bandas, usb, Mp3, bivolt, bluetooth, 48V Phanton por canal , 16 efeitos",795.5
217,K Audio,REGUÁ PS200D,"Regua de energia, painel de metal, display, delay, 110/220V",804.6
218,K Audio,CVW 202 BK,"CASE PARA VIOLÃO CLÁSSICO, madeira, profissional, espuma interna e tecido macio, cor preto",823.98
219,K Audio,CVW 201 BK,"CASE PARA VIOLÃO FOLK, madeira, profissional, espuma interna e tecido macio, cor preto",823.98
220,K Audio,KB 12 PASSIVA,CAIXA PASSIVA 12 POLEGADAS 250W RMS,841.38
221,K Audio,CVW 211 BK,"CASE PARA VIOLÃO JUMBO, madeira, profissional, espuma interna e tecido macio, cor preto",865.16
222,K Audio,CBW 204 BK,"CASE PARA CONTRA BAIXO, madeira, profissional, espuma interna e tecido macio, cor preto",867.21
223,K Audio,MESA K-AUDIO MI40 4 CANAIS,"Mixer analógico com baixo ruído composto por:
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz)
| Ajuste do pré amplificador (Gain) | Saída Auxiliar (AUX SEND) | Controle de Efeito | Máquina de Efeitos composto por 16 preset
| Controle de PAN por canal (Left / Right) | Botão Mute - basta apertar para desligar o canal enquanto não estiver usando
| Controle de volume por fader de 60mm
| +48v (Phantom Power) para os canais balanceados (XLR) perfeito para uso de microfones condensadores e Direct Box Ativo
| Entradas tipo RCA | Saídas tipo RCA para gravação | Ajuste de Efeitos | Equalizador gráfico de 7 bandas para ajuste da saída master da console
| Conexão Bluetooth para reprodução através de equipamento portátil | Saída XLR balanceada para conexão direto em caixas de som
| V.U em 10 Led indicativo de nível de saída | Saída dedicada ao uso de fones de ouvido
| Porta USB 2.0 para conexão de pen drive",872.49
224,K Audio,CMA 12 MIC,"CASE PARA 12 MICROFONES, para bastão sem fio, abs, espuma interna, modelo cma 12 mic + porta acessórios",893.41
225,K Audio,KBA 08 USB ATIVA,"CAIXA ATIVA USB/SD, MP3 PLAYER, 8 POLEGADAS – 2 VIAS, DISPLAY, CONTROLE REMOTO, 110W RMS",942.53
226,K Audio,KB 15 PASSIVA,CAIXA PASSIVA 15 POLEGADAS 350W RMS,942.53
227,K Audio,MESA K-AUDIO MI60 6 CANAIS,"Mixer analógico com baixo ruído composto por:
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz)
| Ajuste do pré amplificador (Gain) | Saída Auxiliar (AUX SEND) | Controle de Efeito | Máquina de Efeitos composto por 16 preset
| Controle de PAN por canal (Left / Right) | Botão Mute - basta apertar para desligar o canal enquanto não estiver usando
| Controle de volume por fader de 60mm
| +48v (Phantom Power) para os canais balanceados (XLR) perfeito para uso de microfones condensadores e Direct Box Ativo
| Entradas tipo RCA | Saídas tipo RCA para gravação | Ajuste de Efeitos | Equalizador gráfico de 7 bandas para ajuste da saída master da console
| Conexão Bluetooth para reprodução através de equipamento portátil | Saída XLR balanceada para conexão direto em caixas de som
| V.U em 10 Led indicativo de nível de saída | Saída dedicada ao uso de fones de ouvido
| Porta USB 2.0 para conexão de pen drive",1000.79
228,K Audio,EASY 4,"CAIXA DE SOM 4"" - par de gabinete madeira, passiva, 150w, 118dB, acompanha alça de metal
VALOR DO PAR",1016.68
229,K Audio,EQUALIZADOR KE-231 (110V),"O equalizador possui 31 bandas,  entrada maxima: +21dBu, Bypass, lowcut, range +6dB /
+15dB",1029.36
230,K Audio,EQUALIZADOR KE-231 (220V),"O equalizador possui 31 bandas,  entrada maxima: +21dBu, Bypass, lowcut, range +6dB /
+15dB",1029.36
231,K Audio,MESA K-AUDIO MP4.2 4 CANAIS,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS
main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em
MP3
| Conexão Bluetooth para reprodução através de equipamento portátil",1103.44
232,K Audio,MESA K-AUDIO MI80 8 CANAIS,"Mixer analógico com baixo ruído composto por:
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz)
| Ajuste do pré amplificador (Gain) | Saída Auxiliar (AUX SEND) | Controle de Efeito | Máquina de Efeitos composto por 16 preset
| Controle de PAN por canal (Left / Right) | Botão Mute - basta apertar para desligar o canal enquanto não estiver usando
| Controle de volume por fader de 60mm
| +48v (Phantom Power) para os canais balanceados (XLR) perfeito para uso de microfones condensadores e Direct Box Ativo
| Entradas tipo RCA | Saídas tipo RCA para gravação | Ajuste de Efeitos | Equalizador gráfico de 7 bandas para ajuste da saída master da console
| Conexão Bluetooth para reprodução através de equipamento portátil | Saída XLR balanceada para conexão direto em caixas de som
| V.U em 10 Led indicativo de nível de saída | Saída dedicada ao uso de fones de ouvido
| Porta USB 2.0 para conexão de pen drive",1129.1
233,K Audio,KBA 10 USB ATIVA,"CAIXA ATIVA USB/SD, MP3 PLAYER, 10 POLEGADAS – 2 VIAS, DISPLAY, CONTROLE REMOTO, 130W RMS",1146.36
234,K Audio,Monitor K- A5,"Potência de saída: 50W, tipo de amplificador: Classe AB, Drivers de alto-falante do monitor: 5, Resposta de frequencia: 60Hz - 20KHz, Bluetooth, sensibilidade: 94 dB, Fonte de alimentação: 120V ACOMPANHA 1 CAIXA ATIVA E 1 CAIXA PASSIVA",1148.0
235,K Audio,CPA 6U,"CASE PARA PERIFÉRICO 6u, abs, profissional, 31 cm de profundidade",1184.97
236,K Audio,MESA K-AUDIO MP6.2 6 CANAIS,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS
main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em
MP3
| Conexão Bluetooth para reprodução através de equipamento portátil",1231.74
237,K Audio,CPP 4U,"CASE PARA PERIFÉRICO 4u, super resistente, p.p polipropileno injetado, profissional",1257.93
238,K Audio,CPA 8U,"CASE PARA PERIFÉRICO 8u, abs, profissional, 31 cm de profundidade",1280.3
239,K Audio,RIO L 2400,"CAIXA DE SOM 4"" - gabinete madeira, 2x4""passiva, 200w, 128dB, acompanha acessórios de instalação, modelo Rio L2400",1303.95
240,K Audio,KBA 12 USB ATIVA,"CAIXA ATIVA USB/SD, MP3 PLAYER,12 POLEGADAS –2 VIAS, DISPLAY, CONTROLE REMOTO, 250W RMS",1348.66
241,K Audio,MESA K-AUDIO MP8.2 8 CANAIS,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS
main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em
MP3
| Conexão Bluetooth para reprodução através de equipamento portátil",1360.05
242,K Audio,CPE 4U,"CASE PARA PERIFÉRICO 4u, p.e polietileno , profissional, 39 cm de profundidade",1397.7
243,K Audio,CPP 6U,"CASE PARA PERIFÉRICO 6u, super resistente, p.p polipropileno injetado, profissional, 21 cm de profundidade",1425.66
244,K Audio,MESA K-AUDIO MI120 12 CANAIS,"Mixer analógico com baixo ruído composto por:
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz)
| Ajuste do pré amplificador (Gain) | Saída Auxiliar (AUX SEND) | Controle de Efeito | Máquina de Efeitos composto por 16 preset
| Controle de PAN por canal (Left / Right) | Botão Mute - basta apertar para desligar o canal enquanto não estiver usando
| Controle de volume por fader de 60mm
| +48v (Phantom Power) para os canais balanceados (XLR) perfeito para uso de microfones condensadores e Direct Box Ativo
| Entradas tipo RCA | Saídas tipo RCA para gravação | Ajuste de Efeitos | Equalizador gráfico de 7 bandas para ajuste da saída master da console
| Conexão Bluetooth para reprodução através de equipamento portátil | Saída XLR balanceada para conexão direto em caixas de som
| V.U em 10 Led indicativo de nível de saída | Saída dedicada ao uso de fones de ouvido
| Porta USB 2.0 para conexão de pen drive",1437.03
245,K Audio,CABEÇOTE CB820M,"APARELHO DE AMPLIFICAÇÃO - 8 entradas XLR, bluetooth, equalizador, 2x100W RMS, gabinete carpetado.",1490.27
246,K Audio,KBA 15 USB ATIVA,"CAIXA ATIVA USB/SD, MP3 PLAYER, 15 POLEGADAS – 2 VIAS, DISPLAY, CONTROLE REMOTO, 350W RMS",1501.92
247,K Audio,IMPACT L 3600,"CAIXA DE SOM 6.5"" - gabinete de fibra de vidro e p.p, ativa, 240w, 122dB, DSP, automatic bivolt, modelo Impact L3600",1562.66
248,K Audio,CPE 6U,"CASE PARA PERIFÉRICO 6u, p.e polietileno, profissional, 39 cm de profundidade",1621.33
249,K Audio,EASY 6,"CAIXA DE SOM 6.5"" - par de gabinete madeira, passiva, 390w, 119dB, acompanha alça de metal    VALOR DO PAR",1632.85
250,K Audio,MESA K-AUDIO MP12.2 12 CANAIS,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS
main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em
MP3
| Conexão Bluetooth para reprodução através de equipamento portátil",1667.99
251,K Audio,MESA K-AUDIO MPA4.2  AMPLIFICADA,"Mesa amplificada com 4 canais e 2 aux. Phantom power, potencia de saida 2 x 100 4Ohm, bluetooth, equalizador com 7 bandas e Mp3",1670.5
252,K Audio,MESA K-AUDIO MI160 16 CANAIS,"Mixer analógico com baixo ruído composto por:
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz)
| Ajuste do pré amplificador (Gain) | Saída Auxiliar (AUX SEND) | Controle de Efeito | Máquina de Efeitos composto por 16 preset
| Controle de PAN por canal (Left / Right) | Botão Mute - basta apertar para desligar o canal enquanto não estiver usando
| Controle de volume por fader de 60mm
| +48v (Phantom Power) para os canais balanceados (XLR) perfeito para uso de microfones condensadores e Direct Box Ativo
| Entradas tipo RCA | Saídas tipo RCA para gravação | Ajuste de Efeitos | Equalizador gráfico de 7 bandas para ajuste da saída master da console
| Conexão Bluetooth para reprodução através de equipamento portátil | Saída XLR balanceada para conexão direto em caixas de som
| V.U em 10 Led indicativo de nível de saída | Saída dedicada ao uso de fones de ouvido
| Porta USB 2.0 para conexão de pen drive",1744.97
253,K Audio,MESA K-AUDIO MPA 6.2  AMPLIFICADA,"Mesa amplificada com 6 canais e 2 aux. Phantom power, potencia de saida 2 x 100 4Ohm, bluetooth, equalizador com 7 bandas e Mp3",1823.76
254,K Audio,MESA K-AUDIO MP12.4  12 CANAIS C/4 AUX,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS
main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em
MP3
| Conexão Bluetooth para reprodução através de equipamento portátil. 4 auxiliares por canal.",1911.11
255,K Audio,TPS12A,"CAIXA ATIVA 12"" - bluetooth, 122dB, 500W RMS, biamp, DSP, gabinete injetável.",1954.02
256,K Audio,JOY 8 BT,"CAIXA DE SOM AMPLIFICADA 08"" - bluetooth, 115dB, 190w rms, gabinete plástico injetável, recarregável",1954.02
257,K Audio,CGP 203 BK,"CASE PARA GUITARRA, pp injetado, profissional, espuma interna e tecido macio, cor preto",1955.74
258,K Audio,MESA K-AUDIO MP16.2 16 CANAIS,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS
main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em
MP3
| Conexão Bluetooth para reprodução através de equipamento portátil",1969.35
259,K Audio,MESA K-AUDIO MPA 8.2  AMPLIFICADA,"Mesa amplificada com 8 canais e 2 aux. Phantom power, potencia de saida 2 x 100 4Ohm, bluetooth, equalizador com 7 bandas e Mp3",1977.01
260,K Audio,AMPLIFICADOR EX1000,Amplificador de audio 1000W,1990.81
261,K Audio,CPP 4U RD,"CASE PARA PERIFÉRICO 4u, super resistente, p.p polipropileno injetado,com roda, profissional",2096.55
262,K Audio,TPS15A,"CAIXA ATIVA 15"" - bluetooth, 123dB, 500w rms, biamp, gabinete injetável, modelo tps15a, marca K audio, não automotivo",2105.75
263,K Audio,MESA K-AUDIO MP12.6  12 CANAIS C/6 AUX,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS
main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em
MP3
| Conexão Bluetooth para reprodução através de equipamento portátil. 6 auxiliares por canal.",2122.61
264,K Audio,MESA MX 12.4,MESA DE SOM 12CH 4 AUX.,2195.54
265,K Audio,AMPLIFICADOR EX1400 (110V),Amplificador de audio 1400W  (110V),2222.22
266,K Audio,AMPLIFICADOR EX1400 (220V),Amplificador de audio 1400W  (220V),2222.22
267,K Audio,MESA K-AUDIO MP16.4  16 CANAIS C/4 AUX,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em MP3
| Conexão Bluetooth para reprodução através de equipamento portátil. 4 auxiliares por canal.",2285.06
268,K Audio,MESA K-AUDIO MP20.2 20 CANAIS,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS
main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em
MP3
| Conexão Bluetooth para reprodução através de equipamento portátil",2309.52
269,K Audio,CPE 8U RD,"CASE PARA PERIFÉRICO 8u, p.e polietileno, com rodas, profissional, 52 cm de profundidade",2320.19
270,K Audio,CPP 6U RD,"CASE PARA PERIFÉRICO 6u, super resistente, p.p polipropileno injetado, com roda, profissional, 21 cm de profundidade",2348.14
271,K Audio,TP10A,"CAIXA ATIVA 10"" - bluetooth, 250W RMS, biamp, DSP, gabinete injetável.",2424.52
272,K Audio,CAP 10U + MIXER,"CASE PARA PERIFÉRICO 10u e MIXER, abs, profissional, com rodas, 62 cm de profundidade, porta mixer",2437.31
273,K Audio,SW412A,"SUBWOFER 1X12 - Subwoofer ativo, 122dB, 400W RMS, class D, gabinete carpetado.",2505.75
274,K Audio,MESA K-AUDIO MP16.6  16 CANAIS C/6 AUX,"Mixer analógico com baixo ruído composto por:
| Mixer analógicos de alto desempenho com efeitos integrados
| Equalizador paramétrico de 3 bandas (low - grave ~100Hz / mid - médios / ~1Khz / High - agudo ~10Khz) | Ajuste do pré ampli cador por canal (Gain)
| 2 Saídas ¼” TRS (AUX SEND) | 1 saída dedicada para máquina de efeito por canal | Máquina de Efeitos composto por 16 preset e ajustes
| Controle de PAN por canal (Left / Right) | Mute e controle de volume por fader de 60mm | 48v (Phantom Power)
| Botão de acionamento do 48v divididos por grupo | Entradas tipo RCA com controle de volume por fader 60mm | 2 buses de grupo
| Saídas tipo RCA para gravação | Equalizador grá co de 7 bandas para ajuste da saída master ou subgrupos | Saída XLR main out | Saída ¼” TRS main out
| VU saída meterbridge (standard) | Saída ¼” TRS dedicada ao uso de fones de ouvido | Porta USB 2.0 para conexão de pendrive com áudios em MP3
| Conexão Bluetooth para reprodução através de equipamento portátil. 6 auxiliares por canal.",2559.39
275,K Audio,CVF 251 MSI,"CASE PARA VIOLÃO FOLK, fibra de vidro, profissional, espuma interna e tecido macio, cor prata fosco",2573.34
